"If you are willing to buy this book for church, please write your name in Column A and drop it off at Room#215 on Sundays",,,,,,,,,,,
,,,,,,,,,,,
Donated By,#,Book Title,Denomination. ,Category by Age,Publisher,New/Used,Unit Price,Qty,Price,Link to Purchase,
,270,Our Lady of Lourdes for Young Readers,Catholic,5-9,Catholic Books Publishing Corp. (Catholic),used,7,1,7,https://www.thriftbooks.com/w/our-lady-of-lourdes_lawrence-g-lovasik/2813325/item/10493477/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvbl_22798464369&utm_adgroup=&utm_term=&utm_content=764383471566&gad_source=1&gad_campaignid=22798464369&gbraid=0AAAAADwY45i6kAUQfe3AL_1pc3nQ-thU5&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSm98o5i9kixMzkrAr3wDc9unqwraiPxLRFe-awfCLUHG4UkG0lRmixoCWpcQAvD_BwE#idiq=10493477&edition=6475578,
,271,Saint Pio of Pietrelcina: Padre Pio for Youth,Catholic. Part of St. Joseph Picture book series,4-10,Catholic Books Publishing Corp. (Catholic),new,3,1,3,https://www.barnesandnoble.com/w/padre-pio-jude-winkler/1105983179?ean=9780899425313,
,272,Boy Who Became Pope By Fabiola Garza (Story of St. John Paul II or youth),Catholic. ,6-10,Pauline Books & Media (Catholic),used,12,1,12,https://www.thriftbooks.com/w/the-story-of-saint-john-paul-ii---complete-with-audio-a-boy-who-became-pope/9313007/item/89240184/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvs_21811042479&utm_adgroup=&utm_term=&utm_content=717415192734&gad_source=4&gad_campaignid=21811042479&gbraid=0AAAAADwY45g3uyWm24DsvSgp_RW1JLK2I&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSrh69IWmPJoq3I-yE45-oxDxAYHdxaS--6t7Z3RvnCfqAYj2Ln6cXRoCr4gQAvD_BwE#idiq=89240184&edition=8646698,
,273,Saint Mother Teresa: A Life of Service (for youth),"General Christian. Does not explain here religious vows, the Missionaries of Charity order, or her official Catholic canonization as a saint. ",4-10,Grow Grit Press LLC.,new,23,1,23,https://www.target.com/p/mother-teresa-mini-movers-and-shakers-by-mary-nhin-hardcover/-/A-1007270089#lnk=sametab,
,274,Saint Faustina Kowalska: Messenger of Mercy (for youth) [Encounter the Saints Series Vol. 23],Catholic. Part of Encounter the Saints series ,8-12,Pauline Books & Media (Catholic),used,9,1,9,https://www.thriftbooks.com/w/saint-faustina-kowalska-messenger-of-mercy_susan-helen-wallace/854679/item/10600892/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSlv54zxKHpdkV6A0g1jzUX85KVi-q5lVSjCFitFyyV_acF72ozGawRoC224QAvD_BwE#idiq=10600892&edition=6384016,
,275,Stations of the Cross Illustrated for Youth,Catholic,6-12,Our Sunday Visitor (Catholic),used,5,1,5,https://www.thriftbooks.com/w/stations-of-the-cross-for-children/9281201/item/29446416/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_lvbl_22798529178&utm_adgroup=&utm_term=&utm_content=764389928151&gad_source=1&gad_campaignid=22798529178&gbraid=0AAAAADwY45gUBfl_Ew_S9rqKr19ELeS2u&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSimukjRUPnC8-dttL2NgPWZPokr6Q8NVr1HbuW8HmrIDvOpL0olgthoCqu8QAvD_BwE#idiq=29446416&edition=8611094,
,276,Lord of the World by Robert Hugh Benson (Young Adult)  ,Catholic,16 & up,"Dover Publications. But also available from Catholic publishers like Word on Fire Classics, Ave Maria Press, Cluny Media, and Angelus Press.",used,15,1,15,https://www.thriftbooks.com/w/lord-of-the-world_robert-hugh-benson/696246/item/15747905/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545756259058&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjw4dDTBhAqEiwAkHYmShz3YXva-_Xhv8l6uIa_St9GAAqNmhMqUC7viRsuTBcPZvTxX9CnfhoCvCgQAvD_BwE#idiq=15747905&edition=10780131,
,277,Adam of the Road by Elizabeth Janet Gray (youth),General. Catholic compatible. Gives Catholicism historical accuracy and respect.,8-12,Originally published by Viking Press. This book is published by Scholastic Inc.,new,7,1,7,https://www.amazon.com/Adam-Road-Elizabeth-Gray/dp/0590339834,
,278,The Diary of Saint Gemma by Gemma Galgani,Catholic,16 & up,Sophia Institute Press (Catholic),used,14,1,14,https://www.thriftbooks.com/w/the-diary-of-saint-gemma-galgani_gemma-galgani/13519781/item/54020752/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545756259058&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSk8k59bxYxHyo2-_RG_WLzBoZMD0bHvNSY4jpiPwpaIvtrlAv5dbxhoCfecQAvD_BwE#idiq=54020752&edition=65275463,
,279,To the Heights: Life of Blessed Pier Giorgio Frassati (Youth),Catholic,13 & up,TAN Books (Catholic),used,12,1,12,https://www.thriftbooks.com/w/to-the-heights-a-novel-based-on-the-life-of-blessed-pier-giorgio-frassati/9260880/item/23750529/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545813731367&gad_source=1&gad_campaignid=14637440387&gbraid=0AAAAADwY45hlBaqpkhLXUYe1ssmn8WeQP&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSvHQ_ESjlEFztdpx-fn3QQegm1eAugXim3x8JQOaal8K0cPI5PReYhoCCMkQAvD_BwE#idiq=23750529&edition=8585042,
,280,Work Made Holy: St Josemaria Escriva & Call to Holiness in Everyday Life (Youth),Catholic,10-14,Independently Published ,new,13,1,13,https://www.walmart.com/ip/Work-Made-Holy-St-Josemaria-Escriva-and-the-Call-to-Holiness-in-Everyday-Life-with-70-Fun-Facts-and-Trivia-Paperback-9786210630923/16653308868?wmlspartner=wlpa&selectedSellerId=0&veh=seo_fpl&cn=google,
,281,The Illustrated Rosary For Children by Rev. Victor Hoagland,Catholic,4-8,Regina Press (Catholic),used,6,1,6,https://www.stjudeshop.com/shop-religious-articles/the-illustrated-rosary-for-children-hardcover-edition/?sku=RG14500&gad_source=1&gad_campaignid=21165092379&gbraid=0AAAAA9gxNOEJNlc2tsYOSDbyjdw8bdC1Y&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSnkUcJLa4JgR8cPIEDNEDySx1Pz-5cDzV-nOfzWB0pl9glvT2F8N4hoCHdsQAvD_BwE,
,282,The Children of Fatima: Our Lady's Message to the World,Catholic,9-14,Tan Books (Catholic),used,7,1,7,https://www.thriftbooks.com/w/the-children-of-fatima-and-our-ladys-message-to-the-world-stories-of-the-saints-for-young-people-ages-10-to-100_mary-fabyan-windeatt/330132/item/1172956/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvfl_2155271854&utm_adgroup=&utm_term=&utm_content=719329521330&gad_source=1&gad_campaignid=21855271854&gbraid=0AAAAADwY45hSlMnoDjH72iojgTLMDxoU1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSmw7b0xNjflPqIumaAuq71NAsuUD_gZQZW2-R8jlrEkMlOyKVRn_kxoC4skQAvD_BwE#idiq=1172956&edition=3359654,
,283,Dear Pope Francis: The Pope Answers Letters from Children Around the World ,Catholic,9-12,Independently Published ,used,16,1,16,https://www.amazon.com/dp/0829444335?_encoding=UTF8&psc=1&ref=cm_sw_r_ffobk_cp_ud_dp_S6WB8VJYEVQ4PNF950V8&ref_=cm_sw_r_ffobk_cp_ud_dp_S6WB8VJYEVQ4PNF950V8&social_share=cm_sw_r_ffobk_cp_ud_dp_S6WB8VJYEVQ4PNF950V8&bestFormat=true,
,284,The Children's Book of Virtues,General Christian. No conflicting teachings,4-8,Simon & Schuster Books for Young Readers,used,6,1,6,https://www.thriftbooks.com/w/the-book-of-virtues-a-treasury-of-great-moral-stories_william-j-bennett/247452/item/2541708/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764091475358&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ngnzIuSA_ScwO3m7c0rPTHDrRA-2_q1urmEcVQJ20SuEd5AxOcz1JhoCzogQAvD_BwE#idiq=2541708&edition=2275896,
,285,Pope John Paul II: Young Man of the Church,General christian. Catholic compatible.,8-12,Aladdin Paperbacks,used,6,1,6,https://www.betterworldbooks.com/product/detail/pope-john-paul-ii-young-man-of-the-church-9781416912828?shipto=US&curcode=USD&utm_source=google&utm_medium=cpc&utm_campaign=pMax-Used-USA&utm_content=&utm_term=&creative=&device=c&placement=&gad_source=1&gad_campaignid=16440140764&gbraid=0AAAAADMQnG-Ulq2xI30cALI0OuoBHilE5&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSrtAboSofLsVNb1cm-hOIUIN4i-JwB0s7etFAquDsESMpViJHQROAhoC2yYQAvD_BwE,
,286,Saint Ignatius and the Company of Jesus,Catholic,9-15,Ignatius Press (Catholic),used,10,1,10,https://www.thriftbooks.com/w/saint-ignatius-and-the-company-of-jesus-vision-books_august-derleth_john-lawn/443382/item/1886877/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvfl_2155271854&utm_adgroup=&utm_term=&utm_content=719329521330&gad_source=1&gad_campaignid=21855271854&gbraid=0AAAAADwY45hSlMnoDjH72iojgTLMDxoU1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSmVEdws_P3pAW0iKNiMXQHyDuuLKjvEHnhS8ZCu711IUufaWunUi-RoCr7QQAvD_BwE#idiq=1886877&edition=4244985,
,289,The First Christians: The Acts of the Apostles for Children,Catholic,8-12,Sophia Institute Press (Catholic),used,13,1,13,https://www.thriftbooks.com/w/the-first-christians-the-acts-of-the-apostles-for-children_marigold-hunt/501804/item/10209057/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSscu0KTsvO3xHh9iPPCHwPZO1oX6xdKSRK6pb26zEvlziy4FZhTLehoCSTcQAvD_BwE#idiq=10209057&edition=5057126,
,290,Great Fathers of the Church: For Young Readers,Eastern Orthodox. Catholic compatible,7-12,Synaxis Press/Createspace Independent Publishing platform.,used,12,1,12,https://www.booksamillion.com/p/Great-Fathers-Church/Lazar-Puhalo/9781505972306,
,292,Guidebook for Confession for Children,Catholic,9-13,Sinag-Tala Publishers (Catholic),used,4,1,4,https://scepterpublishers.org/products/guidebook-for-confession-for-children?variant=16975163393&cmp_id=20735154687&adg_id=152536834702&kwd=&device=c&gad_source=4&gad_campaignid=20735154687&gbraid=0AAAAAC9w_A_NDFeEeIUJfmUzGppOJhzGt&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSuc3tU7r01UyehOg-_Xy7b6FiCs7u7CPXpUxZEKkzrDD9OqpxvsSgRoCfIUQAvD_BwE&_su_rec=4FzR_y4mlYgg5SPLWgOQ8-E_0bbllwhyrgKr9KB2j-aGhpe8A6IElOLUYJ1YeCQEmf9oiI7KulTnJkT2FgKREGpWWkAeFJ8wQ0JLE2HBdop_1DbeACkKz9JsHNp9oS_eTUHIBEWRe5KNvgxPbx03MpZdEtENJ64n0zBKPjGoZLqJDuuNN6JrANRhjrCsf9BkB3-N4nk1HHW1clGQ7xghVWNOJyvUuDw2jSvNbF1gOmmBOC29KriQ-3L0JTt6_icPB0DJTFUCxMmlRyXsZ4DEVQ&_su_rec_id=53539962-80f6-4735-8daf-d54ec454f0d8-1786001895,
,299,Sharing Is Caring: A Story of Learning for All Children,"Not catholic. Teaches the basic social-emotional skill of sharing, general golden-rule morals, and contains zero religious formatting. No conflicting teaching.",1-10,Tellwell Talent,new,15,1,15,https://www.amazon.com/Sharing-Caring-Story-Learning-Children/dp/0228883458,
,300,Forgive and Let Go!: A Book About Forgiveness,"Not Catholic. Catholic compatible. It focuses purely on the psychological and social-emotional components of forgiveness and how to handle conflicts peacefully, and how to repair broken friendships. ",4-8,Free Spirit Publishing,used,6,1,6,https://www.thriftbooks.com/w/forgive-and-let-go-a-book-about-forgiveness_cheri-j-meiners/9786801/item/24209248/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45heXE3P6a_dngO8FJdgYkKqF&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSuy7fLayZul7fX3g9MXwf1AW8swOnhUpDJ0XUwMx2wwZEwVoy2ST2RoCL3kQAvD_BwE#idiq=24209248&edition=13067495,
,301,With Jesus I Tell the Truth,General Christian.,3-9,Good News Meditations Kids.,used,12,1,12,https://www.barnesandnoble.com/w/with-jesus-i-tell-the-truth-g-l-charles/1141929674?ean=9781990681509,
,302,Radiant & Brave: True Stories of Catholic Saints for Girls,Catholic,9-13,Independently published,new,15,1,15,https://www.thriftbooks.com/w/radiant--brave-true-stories-of-catholic-saints-for-girls-inspiring-lives-of-royal-queens-bold-visionaries-and-fierce-women-of-faith_clare-thrse-bellamy/59372752/item/89542085/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmShxXjVumF8iqUXCreco4bl-g9N4NKdNNXFjiKjdK0XhXKoxOOxPrvhoCKIUQAvD_BwE#idiq=89542085&edition=75930962,
,310,Elijah's Feathered Friends,General Christian,3-8,Children Book Hub,new,22,1,22,https://www.thriftbooks.com/w/elijahs-feathered-friends-5-bedtime-stories-of-ravens-and-miracles-bible-animal-bedtime-stories-for-kids/54022569/item/73701070/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSmuP7x1tZQCXAcBZKvPSaXjTTAy1q1KDDCt8ybepboy0Pnk8Aq88NhoCWb8QAvD_BwE#idiq=73701070&edition=72004838,
,312,Story of Loaves and Fishes (picture book),General Christian,2-5,Ideals Children's Books/WorthyKids,used,19,1,19,https://www.thriftbooks.com/w/the-story-of-the-loaves-and-fishes-story-of_patricia-a-pingry/643386/item/6216729/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvml_22797775610&utm_adgroup=&utm_term=&utm_content=764004335680&gad_source=1&gad_campaignid=22797775610&gbraid=0AAAAADwY45jVzZKvY2t8sUpeT9A9lQY9u&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSkjp7-0DgqBdV2VS_js9gCQq-S_cCRgRWgwmrdTitMBpVSKux5sPgRoC8ukQAvD_BwE#idiq=6216729&edition=3716346,
,313,The Ten Lepers (picture book),Protestant but its Catholic Compatible. No protestant teachings,16 & up,Independently published,new,19,1,19,https://www.thriftbooks.com/w/the-ten-lepers-thorndike-christian-fiction_gregory-allen-parker/59511395/item/89717783/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=593819619485&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSlwFPSbUY_JlCmmApbng6jhrR2XlcmONeN8iM319k7INQQv9uxSY1RoC9PAQAvD_BwE#idiq=89717783&edition=76036074,
,314,Jairus's Girl (picture book),General Christian,9-12,Salted Lightly,used,10,1,10,https://www.worldofbooks.com/products/jairus-s-girl-book-l-r-hay-9781916077003?sku=GOR012439174,
,317,The Transfiguration of Our Lord (picture book),Eastern Orthodox. Catholic compatible,3-9,Conciliar press A.K. A. Ancient Faith Publishing,new,8,1,8,https://www.stdemianabookstore.org/product/the-transfiguration-of-lord/72UB2GX33CLATIF3Y54Y5DJW?cfa=gpl&channel=CH_4pbIFP7bF4khmbc0zj7EEO9D5GojfgYZDiodFVR29945o,
,318,Saint Elizabeth of Hungary for Little Ones,Catholic,10-14,St. Augustine Academy Press (Catholic),used,22,1,22,https://www.thriftbooks.com/w/the-story-of-saint-elizabeth-of-hungary_william-canton/14497170/item/26356954/?utm_source=google&utm_medium=cpc&utm_campaign=shopping_new_condition_books_high_14637440387&utm_adgroup=&utm_term=&utm_content=545752455739&gad_source=4&gad_campaignid=14637440387&gbraid=0AAAAADwY45g6UbBx-2F9sWb4YP-GPhrw1&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSl80L8uRZcQ1AExfIrlGRUhIinxCdYSDanNcbZPchld-HyM2yg5wRhoCNrQQAvD_BwE#idiq=26356954&edition=15393272,
,319,"Edith Stein: Scholar, Feminist, Saint by Freda Mary Oben",Catholic,16 & up,Alba House (Catholic),used,8,1,8,https://www.thriftbooks.com/w/edith-stein-scholar-feminist-saint_freda-mary-oben/898339/item/1426548/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_lvbl_22798529178&utm_adgroup=&utm_term=&utm_content=764389928151&gad_source=4&gad_campaignid=22798529178&gbraid=0AAAAADwY45i7u66t8reEjsKFfCugnQEYJ&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSqKWooto-IWgrcQBWFNJX_SCuBtr5-_NkHsPIAHjB41YjU_muyQ4NhoCBvoQAvD_BwE#idiq=1426548&edition=1137451,
,320,Illustrated Lives of the Saints: For Every Day of the Year,Catholic,7-10,Catholic Book Publishing Corp. (Catholic),used,6,1,6,https://www.thriftbooks.com/w/illustrated-lives-of-the-saints/598928/item/15752484/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45heXE3P6a_dngO8FJdgYkKqF&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSrOZzVdWCmDWrmM3Q74shGSUWHbvKSQuUzuCW4Y1SFkgm5OJKBoqFBoCCxEQAvD_BwE#idiq=15752484&edition=3310337,
,321,Christmas and the Saints book by Hertha Pauli (Vision Book Series),Catholic,9-15,Ignatius Press (Catholic),used,20,1,20,https://www.thriftbooks.com/w/christmas-and-the-saints_hertha-pauli/38509164/item/72153917/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_childrens_22852179116&utm_adgroup=&utm_term=&utm_content=766933689252&gad_source=1&gad_campaignid=22852179116&gbraid=0AAAAADwY45jehVqhEXbYsnOVyAVqiOODy&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSiGUFxMagWVBW0iyYR_PHHFbPVIaG-h_CdeIoE9fpJu84RMZT6pSFBoCXgQQAvD_BwE#idiq=72153917&edition=8052647,
,322,The Seven Sacraments for Children,Catholic,4-7,Catholic Book Publishing Corp. (Catholic),used,5,1,5,https://www.thriftbooks.com/w/the-sacraments-st-joseph-picture-books_lawrence-g-lovasik/2824254/item/529987/?utm_source=google&utm_medium=cpc&utm_campaign=us_shopping_zombies_hvbl_22798464369&utm_adgroup=&utm_term=&utm_content=764383471566&gad_source=1&gad_campaignid=22798464369&gbraid=0AAAAADwY45i6kAUQfe3AL_1pc3nQ-thU5&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSsmrphkanTTEYz-DoeVOw2lItAvH00e7DgoA3msxsdkH86nn-QtksRoCx0wQAvD_BwE#idiq=529987&edition=5586810,
,323,God's Promises: Bible Verses for Tiny Ones,Protestant but its Catholic Compatible. No protestant teachings,0-4,P&R Publishing,used,10,1,10,https://www.christianbook.com/tiny-hand-promises/9781629954301/pd/954301?en=google&event=SHOP&kw=ingram-0-20%7C954301&p=1179710&utm_source=google&p=1229913&dv=c&cb_src=google&cb_typ=shopping&cb_cmp=233748492&cb_adg=14846229612&cb_kyw=&utm_medium=shopping&gad_source=4&gad_campaignid=233748492&gbraid=0AAAAAD_dTHY_Ky5yKMpu6oSVR-UUw7zaA&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSoLaPIN2YOsmpGXzbhGDwNB1kj0-ZWwMINWb_EkMRR5qdJEzEGz-aRoC4LUQAvD_BwE,
,324,My Angel in the Sky (Angel's Light Series),Catholic compatible.,3-8,Independently published,new,13,1,13,https://www.amazon.com/gp/product/B0FJMRX163?ref_=dbs_m_mng_rwt_calw_tpbk_0&storeType=ebooks&qid=1786042350&sr=1-2,
,325,Guardian Angel by My Side (Angel's Light Series),Catholic compatible.,3-8,Independently published,new,14,1,14,https://www.amazon.com/gp/product/B0FRXQ2SHM?ref_=dbs_m_mng_rwt_calw_tpbk_1&storeType=ebooks&qid=1786042350&sr=1-2,
,326,My Guardian Angel of Good Choices (Angel's Light Series),Catholic compatible.,3-8,Independently published,new,13,1,13,https://www.amazon.com/gp/product/B0FXFV1GDX?ref_=dbs_m_mng_rwt_calw_tpbk_2&storeType=ebooks&qid=1786042350&sr=1-2,
,327,My Guardian Angel: A Gift from God (Angel's Light Series),Catholic compatible.,3-8,Independently published,new,14,1,14,https://www.amazon.com/gp/product/B0GMWQ9MK2?ref_=dbs_m_mng_rwt_calw_tpbk_3&storeType=ebooks&qid=1786042350&sr=1-2,
,328,YOUCAT for Kids,YouCat Foundation,Catholic,8-12,Ignatius Press (Catholic),Used,10$,4,40$,YOUCAT for Kids book by YouCat Foundation
,329,The YOUCAT Bible,Pope Francis,Catholic,13-17,Ignatius Press (Catholic),Used,5$,2,10$,https://www.worldofbooks.com/products/youcat-bible-book-pope-francis-9781621640981?sku=CIN1621640981G&gad_source=1&gad_campaignid=21961281823&gbraid=0AAAAAC04ib2LytSqr73L3IS84vP-y5HUL&gclid=CjwKCAjwsfzSBhB5EiwAOGyqScR-3AmFxbyWeBQ9XuQqquUMuEdKSpTIE83XCPezeAA36XecPVSzNhoCeqoQAvD_BwE
,330,YOUCAT: Youth Catechism,YouCat Foundation,Catholic,13 & up,Ignatius Press (Catholic),Used,6$,2,12$,https://www.thriftbooks.com/w/youcat-deutsch_christoph-schnborn/249979/item/3901638/?utm_source=google&utm_medium=cpc&utm_campaign=high_vol_midlist_standard_shopping_customer_acquisition_20381777654&utm_adgroup=&utm_term=&utm_content=666157863328&gad_source=1&gad_campaignid=20381777654&gbraid=0AAAAADwY45gY5TcZVyhAuz7JjHhcxPQ-M&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSTlOH99_MIRCtBaC5Z69mlgn_63n2cBT-xcjtayy7-Lozp49H53cphoCCTsQAvD_BwE#idiq=3901638&edition=6120281
,331,The Catholic Faith Handbook for Youth,Brian Singer-Towns,Catholic,14-18,Saint Mary's Press (Catholic),Used,4$,2,8$,https://www.worldofbooks.com/products/catholic-faith-handbook-for-youth-second-edition-book-brian-singer-towns-9780884899877?sku=CIN088489987XA&gad_source=1&gad_campaignid=21957241094&gbraid=0AAAAAC04ib0wq7Fq9MAK6YYvv-a59BkNy&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSYEG6cvtmdGLEbDkP3zTASWKMJVp7n16aTcrgntbnGZBOTfC2mk4lhoCZVMQAvD_BwE
,332,YOUCAT Confirmation Student Book,Bernhard Meuser,Catholic,12-18,Ignatius Press (Catholic),Used,5$,2,10$,https://www.worldofbooks.com/products/youcat-confirmation-book-book-bernhard-meuser-9781586178352?sku=CIN1586178350VG&gad_source=1&gad_campaignid=22020745342&gbraid=0AAAAAC04ib3q0apg2IaCYzSoS_pB-V5J3&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSdwH5Zic8Me28tI6qQjeyES4tcqHByaLA1Yr6GjNPAI4Vs9eXiiEexoCHJEQAvD_BwE
,333,YOUCAT Confession,"Bernhard Meuser, Auxiliary Bishop Emeritus Dr. Klaus Dick, Rudolf Gehrig, Fr. Andreas Sub",Catholic,13 & up,Ignatius Press (Catholic),New,13$,2,26$,https://ignatius.com/youcat-confession-ycconp/?utm_source=google&utm_medium=cpc&utm_campaign=23949749943&utm_content=&utm_term=&gad_source=1&gad_campaignid=23954851199&gbraid=0AAAAAD_ZLxgAFb0Tp1hA1bjh5deGtMNRS&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSTiN6dQW8wqo1Ein0pHN9cgXzVE-M5e9skZkrs1Nb6l8E6ndSQW0gBoCluEQAvD_BwE
,334,YOUCAT Study Guide,"Brumley, Dudro, George, Kersting",Catholic,13 & up,Ignatius Press (Catholic),Used,5$,1,5$,https://www.worldofbooks.com/products/youcat-study-guide-book-j-kersting-9781586177010?sku=CIN158617701XA&gad_source=1&gad_campaignid=21957266543&gbraid=0AAAAAC04ib1sIowHobb_yrCm7662aQVZY&gclid=CjwKCAjwsfzSBhB5EiwAOGyqST5KoN4k36dOn7yFxYox2Xo6oBWSokpAckPplO_fu90JM435ajuyjxoCebkQAvD_BwE
,335,Theology for Beginners,Frank Sheed (F.J. Sheed),Catholic,16 & up,Ignatius Press (Catholic),Used,6$,1,6$,https://www.worldofbooks.com/products/theology-for-beginners-book-f-j-sheed-9781887593922?sku=CIN1887593926G&gad_source=1&gad_campaignid=22020745342&gbraid=0AAAAAC04ib3q0apg2IaCYzSoS_pB-V5J3&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSXldD9LmQi2mqmHFFYmvUXF8xfKbc1pBVqM1y5DOooU-ASrNYcB2rhoCtGgQAvD_BwE
,336,Theology and Sanity ,Frank Sheed (F.J. Sheed),Catholic,17 & up,Ignatius Press (Catholic),Used,4$,1,4$,https://pangobooks.com/titles/theology-and-sanity/d3eb291c-a95b-484e-af59-501826433bf1-n8sDbh6IiDhjIMqLFgcWTPnqRCx1?campaignId=21316156799&gad_source=1&gad_campaignid=21316158698&gbraid=0AAAAABmGH5cJq8AHgBtGYOye3_c0_lOiV&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSeI_AE3IQHYf_U0mYnj7aCqei2BT96xOEMUfnBjnta6JLydTa-B45hoCe2kQAvD_BwE
,337,Catholicism: A Journey to the Heart of the Faith (2011 edition),Fr. Robert Barron (Currently Bishop Robert Barron),Catholic,16 & up,Image Books (Second edition is published by Word on Fire Catholic Ministries),Used,6$,1,6$,https://www.worldofbooks.com/products/catholicism-book-father-robert-barron-9780307720511?sku=CIN0307720519G&gad_source=1&gad_campaignid=22715009701&gbraid=0AAAAAC04ib3vN5AZgaaM-6oAb7oCwSSJA&gclid=CjwKCAjwsfzSBhB5EiwAOGyqSfjU9TPjDjXpwCEpY01WZFr0q9kSnfVpf-I3B6437jzQwh36kSp2hxoCnYgQAvD_BwE
,338,Theology of the Body for Beginners,Christopher West,Catholic,16 & up,Wellspring (Catholic),Used,2$,4,8$,https://www.abebooks.com/book-search/isbn/9781635820072/used/
